minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Marvin the Martian,0.6217427215881829,33.49704864105379,13.992931411662385,32.79960496328007,6.176974654907199,21.36440442185771,14.999049939270142,28.82421099396223
24,Road Runner,0.6312530907734639,25.225272305805433,14.704107439101003,31.969429165127405,8.95297979894026,24.833618351864516,10.580415210724414,18.680129700114275
24,Foghorn Leghorn,0.5961065642935757,28.882271978472584,15.124701410787628,35.55954116668702,6.960483195367302,17.815623157558285,15.848230925340932,31.114369310729682
24,Bugs Bunny,0.638286561499473,33.620818001233104,15.510441238019848,34.1588666216143,5.152958620184737,18.94459396282993,11.41712262134692,26.532848425161436
24,Elmer Fudd,0.6200577666626719,27.94733158287053,16.663068453636477,36.38393971523124,5.241030883103978,25.987948064996257,11.295269619367623,21.074200914888014
24,Lola Bunny,0.6310273536254484,34.3584532135637,14.743108528566042,36.55792634334115,2.8987772941553303,23.285176341279474,13.788436249570783,29.224492442779532
24,Porky Pig,0.5958568364169848,30.735309581570394,14.657184339756999,37.37823324397857,6.088117139364049,17.629253935645053,13.150821234021766,29.222006011782124
24,Tasmanian Devil,0.6039784508242482,24.682602627771725,14.604687327959626,36.36288259286971,5.109262475364922,22.982988758463343,8.10318311173694,18.43306266218563
24,Gossamer,0.6260249349907931,30.855035740251434,14.5418203528079,33.80399401816028,4.754061183010518,18.31048535215982,13.77742121172722,29.65785598214129
24,Granny,0.6128541904285335,26.29420820804886,14.551307864199567,36.662443761395856,6.835910403610812,17.703532431792343,13.240452295567948,29.27406191055697
24,Wile E. Coyote,0.6181827675095389,26.6584800091776,15.261139071094913,35.70529060501992,4.729017137826418,18.376960986160682,16.511369086831632,33.297384678497394
24,Tweety,0.6034041413184921,26.11622877989119,13.890197163242524,35.11251352403714,8.641355973482629,25.952762534624007,12.361745077688445,21.374650599423322
24,Penelope,0.624723525034922,24.820914045473707,15.039223652939905,27.936594754977474,7.37605207093282,17.299242482460773,11.188278893390379,21.573256622135485
24,Daffy Duck,0.6284091961096897,30.051965086308098,14.339082698845038,34.9111746875982,5.885863180749083,18.507035646713575,13.36828617081313,29.516804310725217
36,Sylvester,0.6213244096647189,37.83111899952479,15.037455406542106,35.908998880676556,8.651867795575917,16.294707734594972,12.812819629129557,29.99267837785815
36,Marvin the Martian,0.6012564218911594,28.988139812839584,13.07041307306713,36.19399754375537,7.277599973744392,25.41645381725764,14.452052735780846,26.21464220730201
36,Road Runner,0.6115878329219603,27.574726864678087,15.003142151108442,36.14188478007474,4.9516482545165275,29.31342553501001,11.830482520269156,20.088938748677304
36,Foghorn Leghorn,0.6207744405738209,32.19000063415878,15.720608459493398,36.77380293226477,3.9756764903857404,19.823048297943853,14.840079182712694,31.34698882592485
36,Bugs Bunny,0.6349651635940482,33.506685144385635,16.56616869679057,32.24244601845224,6.158886201584054,22.239778929230646,12.819962695267638,24.25092155296637
36,Elmer Fudd,0.6101656348380617,33.196082836130614,15.457625839610781,35.8585974823879,4.833976993440831,23.261873916831885,14.031241513348444,26.971387200033885
36,Lola Bunny,0.6342974768099857,33.002958083888295,12.64756183760011,36.07570378605662,5.661472229083187,23.099184596078313,18.607280375449516,36.26461300608602
36,Porky Pig,0.6057410183116225,33.56288212248589,16.48777294868367,34.076200732183764,4.722648606982938,18.479921818343268,15.84147598858949,30.617793614178222
36,Tasmanian Devil,0.6099490027256885,25.372569010019035,15.626796152644912,35.23051123172033,6.4888844524771,24.191251126739346,8.868284200726224,17.56145540190634
36,Gossamer,0.6245894315064475,33.653571153042805,15.665851588732455,36.022866372648984,4.693794955116163,21.250057954969275,14.19148187958438,29.32429790547216
36,Granny,0.6267520816083479,30.617844097428417,14.849373563328449,35.443548944945114,6.474874161314924,27.867662145275673,13.133605575391512,23.241126751871686
36,Wile E. Coyote,0.6102437904462935,26.71810624653419,14.006806101861438,36.17284123203565,6.1701047031722,25.68846376252708,14.435209120303824,26.05596261128107
36,Tweety,0.6033329401751408,23.35556319577824,13.307735852450921,36.68114206939963,6.360417297068851,22.432520093730492,11.864776368802096,24.42602020833304
36,Penelope,0.6191560155207271,23.373970675159402,15.551892107186386,26.05003344114803,8.843067271242521,16.78198705984031,10.199528783304846,18.278331317371087
36,Daffy Duck,0.6220325281630692,29.649297467838846,15.914427325097305,34.70171404262322,5.400936176664877,19.51219249066302,18.170895144503092,34.27800322231819
